annee,profession_sante,region,departement,hono_sans_depassement_moyens
2013,Orthoptistes,11,78,43291
2012,Ensemble des médecins spécialistes (hors généralistes),84,07,232575
2016,Ophtalmologues,52,49,394220
2022,Oto-rhino-laryngologistes,75,86,273145
2018,Masseurs-kinésithérapeutes,28,999,86302
2019,Néphrologues,99,999,297673
2012,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),24,37,129115
2011,Cardiologues,75,40,241253
2022,Cardiologues,84,07,309475
2020,Néphrologues,76,31,318256
2019,Ensemble des médecins,75,33,213933
2019,Ensemble des médecins généralistes,76,82,192426
2013,Anesthésistes-réanimateurs,93,999,238673
2013,Radiologues,76,12,435408
2013,Stomatologues,76,46,0
2012,Néphrologues,27,71,0
2013,Ensemble des médecins généralistes,76,09,147139
2015,Gynécologues médicaux et obstétriciens,24,45,155838
2017,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),53,56,188637
2014,Ensemble des chirurgiens-dentistes,75,40,115908
2018,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),76,30,156403
2019,Ensemble des chirurgiens-dentistes,24,28,179974
2016,Radiologues,44,67,532771
2022,Radiologues,75,79,409177
2015,Pneumologues,24,37,382612
2019,Psychiatres,6,976,0
2018,Ensemble des chirurgiens-dentistes,24,999,155776
2017,Infirmiers,53,22,80206
2017,Ensemble des chirurgiens-dentistes,27,21,154363
2017,Rhumatologues,84,42,167095
2011,Ensemble des médecins généralistes,44,08,165113
2013,Orthophonistes,75,16,47636
2015,Sages-femmes,24,36,48732
2019,Médecins généralistes à expertise particulière (MEP),52,44,179262
2021,Ensemble des médecins généralistes,53,35,160362
2019,Cardiologues,75,87,315293
2017,Infirmiers,94,2B,110226
2021,Ophtalmologues,84,69,423411
2019,Oto-rhino-laryngologistes,44,54,231622
2014,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),44,55,162069
2012,Ensemble des médecins,76,30,186677
2022,Neurologues,6,976,0
2014,Pneumologues,75,17,176709
2013,Psychiatres,44,57,142625
2020,Psychiatres,24,37,138459
2020,Infirmiers,75,87,94210
2020,Oto-rhino-laryngologistes,53,22,274588
2019,Radiothérapeutes,93,84,15
2014,Pédiatres,24,41,181410
2021,Néphrologues,93,999,291176
2015,Ensemble des auxiliaires médicaux,11,75,56165
2021,Médecins vasculaires,52,49,195395
2021,Chirurgiens,84,42,316123
2013,Chirurgiens,75,19,224834
2011,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),53,56,177416
2019,Neurologues,52,44,187528
2012,Ensemble des médecins spécialistes (hors généralistes),6,976,164147
2021,Ensemble des chirurgiens-dentistes,93,05,117653
2011,Hépato-gastro-entérologues,32,62,234925
2015,Infirmiers,76,11,78771
2017,Hépato-gastro-entérologues,1,971,268986
2016,Hépato-gastro-entérologues,84,03,245921
2020,Gynécologues médicaux et obstétriciens,2,999,202554
2012,Pneumologues,44,51,229442
2019,Ophtalmologues,2,999,306087
2020,Allergologues,44,67,0
2021,Médecins vasculaires,84,42,235867
2019,Pédiatres,44,51,180510
2015,Cardiologues,75,86,252297
2014,Médecins généralistes à expertise particulière (MEP),1,971,162186
2019,Médecins pathologistes,52,44,882040
2021,Pédicures-podologues,76,48,7105
2015,Sages-femmes,28,999,50428
2021,Hépato-gastro-entérologues,76,999,249803
2021,Infirmiers,32,02,97085
2022,Infirmiers,27,90,101767
2018,Stomatologues,76,66,227582
2018,Médecins nucléaires,44,08,0
2020,Sages-femmes,93,04,52789
2010,Rhumatologues,28,50,273401
2011,Pneumologues,76,31,182238
2021,Endocrinologues,94,999,145572
2010,Stomatologues,84,15,0
2015,Ensemble des médecins spécialistes (hors généralistes),76,46,177668
2014,Oto-rhino-laryngologistes,11,999,136156
2021,Pédicures-podologues,53,29,3344
2016,Sages-femmes,24,28,54248
2017,Radiologues,76,82,519311
2011,Orthophonistes,32,80,53579
2022,Chirurgiens,52,44,351963
2013,Ensemble des chirurgiens-dentistes,44,54,120069
2011,Ensemble des médecins,27,90,180036
2020,Médecins nucléaires,24,999,1030075
2014,Pédiatres,76,11,136758
2018,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),1,999,147760
2021,Infirmiers,3,999,140448
2019,Médecins vasculaires,75,16,0
2016,Médecins nucléaires,44,67,0
2013,Ensemble des chirurgiens-dentistes,44,999,133393
2015,Sages-femmes,84,73,46205
2016,Rhumatologues,28,999,182494
2011,Oto-rhino-laryngologistes,27,39,232314
2016,Rhumatologues,44,54,288311
2021,Gynécologues médicaux et obstétriciens,28,999,231249
2013,Pédicures-podologues,52,49,1481
2015,Neurologues,44,51,298928
2021,Ensemble des chirurgiens-dentistes,84,999,149496
2014,Pédicures-podologues,24,18,2337
2012,Pédiatres,84,07,72935
2011,Ensemble des auxiliaires médicaux,44,10,80959
2021,Ensemble des chirurgiens-dentistes,75,24,165915
2016,Oto-rhino-laryngologistes,84,38,175579
2013,Gynécologues médicaux et obstétriciens,75,47,229003
2014,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),6,976,0
2013,Ensemble des médecins généralistes,28,61,157162
2016,Orthophonistes,75,79,51506
2011,Ensemble des médecins généralistes,84,74,111769
2016,Dermatologues,53,29,146101
2011,Pédiatres,75,40,129024
2010,Sages-femmes,32,59,48211
2015,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),52,85,138386
2015,Pédicures-podologues,75,86,1690
2020,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),52,53,278558
2013,Hépato-gastro-entérologues,11,78,195653
2015,Médecins nucléaires,52,999,1001699
2021,Stomatologues,76,32,0
2014,Médecins nucléaires,44,57,0
2013,Ensemble des médecins spécialistes (hors généralistes),53,56,273883
2010,Ensemble des médecins généralistes,32,59,148040
2013,Masseurs-kinésithérapeutes,24,45,84496
2013,Psychiatres,27,39,96682
2019,Autres médecins,44,54,177144
2015,Ensemble des auxiliaires médicaux,94,2A,92451
2013,Ensemble des auxiliaires médicaux,94,999,93896
2010,Médecins nucléaires,28,999,1014002
2016,Oto-rhino-laryngologistes,4,974,384081
2019,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),28,50,158477
2016,Ensemble des médecins généralistes,93,13,142942
2018,Stomatologues,76,31,125634
2010,Hépato-gastro-entérologues,24,28,215616
2014,Sages-femmes,84,15,57685
2016,Ensemble des médecins,32,59,228644
2017,Médecins nucléaires,76,31,916598
2016,Médecins pathologistes,11,999,600785
2017,Ensemble des médecins,84,73,172642
2016,Chirurgiens,11,95,261657
2015,Orthoptistes,93,13,52624
2014,Ophtalmologues,84,42,279163
2017,Hépato-gastro-entérologues,53,22,287922
2022,Ensemble des médecins spécialistes (hors généralistes),28,61,291426
2015,Sages-femmes,52,999,52726
2022,Ophtalmologues,11,75,274160
2010,Pédicures-podologues,76,11,1316
2022,Médecins nucléaires,76,999,1208231
2019,Masseurs-kinésithérapeutes,84,15,93630
2018,Psychiatres,53,29,147530
2019,Oto-rhino-laryngologistes,27,25,219321
2012,Radiologues,1,971,579691
2010,Endocrinologues,24,45,106196
2022,Ensemble des médecins généralistes,24,37,168659
2021,Dermatologues,75,87,251821
2018,Médecins généralistes à expertise particulière (MEP),1,971,176861
2012,Hépato-gastro-entérologues,84,01,160751
2013,Pédiatres,53,29,122473
2013,Stomatologues,44,67,108741
2019,Psychiatres,84,63,146116
2019,Orthophonistes,4,999,56254
2021,Ensemble des médecins généralistes,27,21,174882
2014,Hépato-gastro-entérologues,84,38,166868
2011,Rhumatologues,52,49,160841
2021,Ensemble des médecins,44,08,236543
2014,Anesthésistes-réanimateurs,11,75,204023
2019,Neurologues,84,42,184307
2012,Radiothérapeutes,24,999,1370943
2018,Médecins vasculaires,4,974,0
2016,Neurologues,75,17,158430
2020,Néphrologues,84,03,0
2018,Ensemble des médecins généralistes,75,87,144744
2020,Ensemble des médecins spécialistes (hors généralistes),76,48,294324
2019,Ensemble des médecins généralistes,93,05,142149
2019,Ensemble des médecins généralistes,1,971,204437
2012,Ensemble des auxiliaires médicaux,76,999,70357
2013,Gynécologues médicaux et obstétriciens,32,62,198112
2014,Médecins généralistes à expertise particulière (MEP),44,10,138342
2022,Ophtalmologues,93,84,369375
2019,Médecins généralistes à expertise particulière (MEP),93,999,169931
2012,Médecins généralistes (hors médecins à expertise particulière - MEP),76,32,148608
2015,Psychiatres,76,30,179768
2018,Gynécologues médicaux et obstétriciens,76,30,213743
2022,Endocrinologues,24,999,123083
2021,Dermatologues,24,28,204318
2013,Pédicures-podologues,44,55,3248
2021,Néphrologues,52,85,0
2019,Endocrinologues,52,49,112083
2017,Pédiatres,84,74,115049
2022,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),27,999,176310
2021,Chirurgiens,2,972,190106
2017,Masseurs-kinésithérapeutes,53,35,70774
2010,Infirmiers,1,971,123952
2016,Radiologues,11,93,703292
2017,Autres médecins,28,14,112361
2021,Pédicures-podologues,76,34,4674
2015,Ensemble des médecins généralistes,11,92,130399
2021,Ensemble des chirurgiens-dentistes,76,09,144042
2015,Radiologues,84,43,577540
2015,Médecins pathologistes,75,23,0
2015,Oto-rhino-laryngologistes,84,07,189813
2022,Pédicures-podologues,28,14,5918
2018,Ensemble des médecins,93,04,191802
2012,Cardiologues,75,33,275661
2012,Neurologues,44,999,197741
2017,Orthoptistes,84,15,54027
2012,Radiologues,93,05,489101
2022,Ophtalmologues,24,28,386060
2019,Oto-rhino-laryngologistes,24,37,250338
2016,Ensemble des médecins généralistes,75,23,152130
2016,Gynécologues médicaux et obstétriciens,28,999,199751
2013,Radiologues,75,64,523280
2020,Ensemble des chirurgiens-dentistes,11,77,144624
2018,Rhumatologues,84,38,135167
2018,Endocrinologues,76,48,0
2020,Ensemble des chirurgiens-dentistes,24,36,139453
2017,Néphrologues,76,66,251261
2021,Ensemble des chirurgiens-dentistes,27,999,180117
2012,Masseurs-kinésithérapeutes,24,18,87642
2020,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),53,56,127967
2021,Allergologues,27,39,0
2014,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),11,93,141476
2014,Gynécologues médicaux et obstétriciens,84,07,218286
2021,Médecins nucléaires,84,26,0
2017,Gynécologues médicaux et obstétriciens,32,62,214934
2012,Ensemble des auxiliaires médicaux,76,65,66990
2014,Ensemble des chirurgiens-dentistes,75,19,125643
2021,Pédicures-podologues,27,71,5115
2016,Pneumologues,11,999,179981
2010,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),75,23,143582
2018,Ophtalmologues,52,53,393873
2019,Orthoptistes,44,999,61185
2022,Ensemble des chirurgiens-dentistes,32,02,189583
2020,Ensemble des auxiliaires médicaux,44,57,84035
2021,Médecins pathologistes,44,999,705484
2016,Autres médecins,27,999,167294
2015,Ensemble des chirurgiens-dentistes,84,01,116922
2021,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),93,999,171364
2013,Orthophonistes,93,84,54151
2016,Hépato-gastro-entérologues,76,30,264618
2019,Masseurs-kinésithérapeutes,27,25,72032
2013,Sages-femmes,3,999,86176
2016,Masseurs-kinésithérapeutes,44,68,78548
2011,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),76,30,112019
2017,Neurologues,76,81,234031
2022,Neurologues,28,999,272184
2022,Dermatologues,53,22,178412
2014,Médecins généralistes à expertise particulière (MEP),76,32,142585
2011,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),27,71,140598
2014,Médecins généralistes à expertise particulière (MEP),32,60,138802
2022,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),32,62,313346
2011,Pneumologues,84,07,190658
2017,Neurologues,44,54,199675
2012,Ensemble des médecins,53,22,186557
2022,Médecins généralistes (hors médecins à expertise particulière - MEP),28,999,181895
2017,Ensemble des chirurgiens-dentistes,11,92,117343
2020,Chirurgiens,75,79,240616
2013,Médecins pathologistes,52,44,739195
2014,Ensemble des médecins,53,56,196415
2017,Neurologues,11,95,474693
2021,Pédiatres,11,94,136831
2021,Anesthésistes-réanimateurs,84,38,236175
2021,Orthoptistes,44,51,54338
2010,Infirmiers,52,72,85618
2017,Ensemble des auxiliaires médicaux,76,34,80094
2017,Pneumologues,52,999,216993
2017,Masseurs-kinésithérapeutes,11,95,83144
2014,Néphrologues,93,06,329583
2010,Ensemble des médecins généralistes,76,12,144494
2012,Médecins pathologistes,84,42,301506
2013,Gynécologues médicaux et obstétriciens,27,39,95507
2012,Orthophonistes,53,22,48829
2018,Pneumologues,11,78,182674
2020,Pédiatres,4,974,182668
2019,Anesthésistes-réanimateurs,84,42,336897
2015,Dermatologues,11,77,120457
2015,Orthophonistes,75,23,49868
2012,Ensemble des médecins spécialistes (hors généralistes),76,09,172332
2018,Médecins pathologistes,6,999,0
2013,Pédicures-podologues,11,78,671
2015,Pédicures-podologues,76,09,2805
2019,Médecins généralistes à expertise particulière (MEP),24,999,192034
2012,Pédiatres,1,971,215991
2012,Médecins nucléaires,52,85,0
2017,Ensemble des médecins spécialistes (hors généralistes),53,35,276439
2022,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),93,05,139634
2021,Gynécologues médicaux et obstétriciens,44,51,357867
2011,Psychiatres,84,15,0
2015,Pneumologues,11,77,242714
2019,Infirmiers,11,92,98355
2011,Endocrinologues,93,84,97013
2013,Anesthésistes-réanimateurs,76,09,0
2013,Radiothérapeutes,76,46,0
2012,Ensemble des médecins généralistes,52,49,131264
2017,Radiologues,11,75,450359
2019,Masseurs-kinésithérapeutes,44,52,96492
2020,Médecins pathologistes,93,83,510095
2014,Radiothérapeutes,84,38,0
2019,Stomatologues,44,88,0
2014,Ensemble des médecins généralistes,76,65,152495
2012,Ensemble des médecins spécialistes (hors généralistes),75,79,282790
2014,Néphrologues,11,999,265053
2010,Ensemble des médecins généralistes,84,69,109078
2010,Cardiologues,1,971,303360
2015,Ensemble des auxiliaires médicaux,44,08,81048
2017,Orthoptistes,44,999,51608
2014,Endocrinologues,76,48,0
2015,Ensemble des médecins généralistes,24,41,159065
2021,Radiologues,27,25,521399
2012,Ensemble des médecins spécialistes (hors généralistes),76,34,225004
2017,Ensemble des auxiliaires médicaux,52,999,63814
2020,Neurologues,75,999,194767
2018,Hépato-gastro-entérologues,84,38,203973
2010,Ensemble des auxiliaires médicaux,84,15,81072
2021,Stomatologues,27,70,0
2016,Infirmiers,76,11,79991
2013,Chirurgiens,84,42,204380
2015,Pédicures-podologues,99,999,2206
2015,Médecins pathologistes,75,87,362761
2010,Orthoptistes,24,41,48192
2022,Oto-rhino-laryngologistes,28,14,294468
2015,Ophtalmologues,44,55,313001
2021,Autres médecins,76,31,118807
2021,Ensemble des auxiliaires médicaux,6,999,131681
2012,Chirurgiens,3,999,148846
2016,Endocrinologues,32,62,82708
2021,Radiologues,11,78,576987
2010,Oto-rhino-laryngologistes,44,51,176980
2020,Cardiologues,44,51,470548
2014,Anesthésistes-réanimateurs,76,31,280246
2019,Chirurgiens,32,60,278359
2011,Cardiologues,94,999,269792
2017,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),75,47,201709
2020,Anesthésistes-réanimateurs,76,34,313506
2016,Médecins généralistes à expertise particulière (MEP),75,86,138394
2013,Néphrologues,44,57,29950
2021,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),52,49,173117
2011,Chirurgiens,27,39,227525
2013,Médecins généralistes (hors médecins à expertise particulière - MEP),93,83,137860
2011,Radiologues,76,65,470594
2012,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),28,14,279143
2012,Oto-rhino-laryngologistes,84,69,145900
2022,Sages-femmes,93,05,64829
2020,Dermatologues,76,30,126711
2019,Gynécologues médicaux et obstétriciens,27,89,259072
2020,Médecins généralistes (hors médecins à expertise particulière - MEP),84,38,145559
2019,Médecins généralistes (hors médecins à expertise particulière - MEP),44,08,191411
2017,Pneumologues,27,25,262046
2020,Orthophonistes,32,02,49875
2017,Pédicures-podologues,84,74,1794
2010,Cardiologues,76,46,188808
2013,Neurologues,27,21,240838
2015,Orthoptistes,52,999,50267
2011,Infirmiers,84,15,83702
2015,Oto-rhino-laryngologistes,2,999,155257
2021,Ophtalmologues,53,56,411616
2019,Sages-femmes,53,56,61462
2019,Neurologues,27,999,248085
2017,Ensemble des auxiliaires médicaux,6,976,109562
2016,Pédiatres,76,81,119000
2021,Stomatologues,99,999,230817
2022,Pédicures-podologues,44,10,5417
2020,Orthoptistes,84,15,57152
2015,Stomatologues,4,974,389179
2021,Hépato-gastro-entérologues,24,45,253833
2018,Infirmiers,44,999,96224
2019,Radiologues,11,94,584480
2021,Ensemble des médecins spécialistes (hors généralistes),76,31,306763
2016,Médecins généralistes (hors médecins à expertise particulière - MEP),32,62,200250
2016,Psychiatres,44,999,116757
2014,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),24,45,201666
2019,Médecins généralistes (hors médecins à expertise particulière - MEP),28,61,188734
2022,Médecins pathologistes,75,40,0
2021,Masseurs-kinésithérapeutes,4,999,88884
2018,Chirurgiens,53,29,293388
2021,Médecins nucléaires,44,57,0
2014,Infirmiers,75,16,81608
2021,Médecins généralistes (hors médecins à expertise particulière - MEP),75,86,170083
